,l_gx,l_gy,r_gx,r_gy
1456,498.0,343.0,557.0,363.0
1457,505.0,329.0,563.0,352.0
1458,512.0,305.0,568.0,329.0
1459,522.0,294.0,581.0,314.0
1460,534.0,280.0,591.0,300.0
1461,541.0,275.0,598.0,294.0
1462,547.0,262.0,606.0,283.0
1463,550.0,240.0,607.0,260.0
1464,549.0,221.0,605.0,243.0
1465,546.0,206.0,598.5,232.5
1466,532.0,202.0,592.0,222.0
1467,515.0,201.0,575.0,220.0
1468,486.0,191.0,549.0,210.0
1469,458.0,192.0,519.0,211.0
1470,433.0,197.0,494.0,215.0
1471,408.0,202.0,468.0,218.0
1472,383.0,200.0,443.0,219.0
1473,369.0,170.0,433.0,205.0
1474,366.0,173.0,423.0,191.0
1475,369.0,189.0,424.0,205.0
1476,371.0,191.0,426.0,208.0
1477,376.0,196.0,431.0,213.0
1478,377.0,203.0,432.0,219.0
1479,375.0,220.0,432.0,236.0
1480,372.0,246.0,428.0,262.0
1481,361.0,244.0,417.0,260.0
1482,347.0,230.0,404.0,251.0
1483,335.0,213.0,392.0,232.0
1484,316.0,202.0,374.0,221.0
1485,302.0,197.0,356.0,214.0
1486,309.0,207.0,362.0,223.0
1487,323.0,234.0,378.0,249.0
1488,323.0,253.0,377.0,268.0
1489,328.0,250.0,381.0,267.0
1490,337.0,248.0,389.0,266.0
1491,344.0,230.0,395.0,247.0
1492,363.0,225.0,413.0,245.0
1493,390.0,234.0,440.0,254.0
1494,408.0,223.0,459.0,243.0
1495,426.0,232.0,477.0,250.0
1496,441.0,242.0,492.0,259.0
1497,453.0,243.0,506.0,262.0
1498,456.0,240.0,510.0,259.0
1499,461.0,239.0,516.0,259.0
1500,456.0,233.0,511.0,252.0
1501,455.0,230.0,508.0,249.0
1502,461.0,228.0,515.0,247.0
1503,465.0,212.0,518.0,233.0
1504,464.0,202.0,519.0,221.0
1505,451.0,224.0,508.0,239.0
1506,437.0,224.0,493.0,243.0
1507,435.0,214.0,489.0,234.0
1508,426.0,222.0,482.0,239.0
1509,409.0,235.0,467.0,251.0
1510,379.0,244.0,439.0,262.0
1511,339.0,231.0,401.0,249.0
1512,310.0,221.0,367.0,240.0
1513,295.0,221.0,352.0,239.0
1514,293.0,222.0,351.0,238.0
1515,306.0,233.0,360.0,249.0
1516,314.0,239.0,369.0,256.0
1517,327.0,244.0,380.0,261.0
1518,352.0,246.0,405.0,263.0
1519,369.0,235.0,423.0,254.0
1520,374.0,223.0,429.0,242.0
1521,374.0,212.0,429.0,231.0
1522,370.0,210.0,426.0,228.0
1523,363.0,217.0,419.0,235.0
1524,357.0,219.0,412.0,236.0
1525,363.0,222.0,417.0,240.0
1526,377.0,222.0,431.0,240.0
1527,392.0,219.0,445.0,237.0
1528,415.0,215.0,467.0,234.0
1529,443.0,217.0,495.0,235.0
1530,466.0,220.0,519.0,239.0
1531,485.0,221.0,539.0,240.0
1532,521.0,217.0,573.0,235.0
1533,544.0,213.0,599.0,233.0
1534,555.0,211.0,610.0,231.0
1535,541.0,207.0,599.0,226.0
1536,523.0,205.0,580.0,225.0
1537,506.0,206.0,561.0,227.0
1538,511.0,212.0,564.0,232.0
1539,519.0,217.0,573.0,236.0
1540,527.0,221.0,580.0,241.0
1541,537.0,219.0,588.0,239.0
1542,547.0,213.0,600.0,234.0
1543,560.0,216.0,613.0,237.0
1544,570.0,218.0,622.0,238.0
1545,580.0,214.0,628.0,238.0
1546,586.0,215.0,627.75,236.5
1547,584.0,213.0,627.5,235.0
1548,584.0,211.0,627.25,233.5
1549,578.0,209.0,627.0,232.0
1550,558.0,207.0,615.0,227.0
1551,528.0,204.0,587.0,224.0
1552,487.0,204.0,545.0,224.0
1553,450.0,202.0,506.0,221.0
1554,423.0,200.0,480.0,218.0
1555,401.0,201.0,456.0,220.0
1556,387.0,204.0,442.0,221.0
1557,374.0,215.0,429.0,232.0
1558,365.0,220.0,422.0,240.0
1559,356.0,218.0,413.0,236.0
1560,342.0,219.0,401.0,233.0
1561,328.0,222.0,386.0,239.0
1562,336.0,219.0,390.0,235.0
1563,353.0,216.0,406.0,235.0
1564,371.0,218.0,424.0,235.0
1565,367.0,211.0,422.0,228.0
1566,354.0,209.0,408.0,225.0
1567,345.0,209.0,400.0,225.0
1568,344.0,217.0,397.0,236.0
1569,334.0,216.0,386.0,234.0
1570,320.0,207.0,371.0,222.0
1571,314.0,197.0,364.0,217.0
1572,316.0,214.0,365.0,232.0
1573,321.0,226.0,369.0,240.0
1574,324.0,233.0,372.0,249.0
1575,323.0,234.0,371.0,250.0
1576,319.0,232.0,369.0,249.0
1577,307.0,224.0,357.0,243.0
1578,301.0,207.0,351.0,226.0
1579,294.0,193.0,346.0,212.0
1580,292.0,169.0,344.0,190.0
1581,289.0,138.0,343.0,159.0
1582,291.0,113.0,345.0,134.0
1583,290.0,97.0,345.0,117.0
1584,286.0,85.0,343.0,106.0
1585,282.0,69.0,339.0,92.0
1586,278.0,49.0,335.0,72.0
1587,275.0,25.0,332.0,50.0
1588,278.0,5.0,335.0,30.0
1589,279.3333333333333,5.166666666666667,342.0,9.0
1590,280.6666666666667,5.333333333333333,342.2,11.6
1591,282.0,5.5,342.4,14.2
1592,283.3333333333333,5.666666666666667,342.6,16.8
1593,284.6666666666667,5.833333333333333,342.8,19.4
1594,286.0,6.0,343.0,22.0
1595,288.0,23.0,343.0,44.0
1596,289.0,31.0,344.0,52.0
1597,293.0,45.0,348.0,65.0
1598,295.0,61.0,349.0,80.0
1599,307.0,86.0,358.0,101.0
1600,325.0,119.0,377.0,129.0
1601,339.0,142.0,389.0,150.0
1602,366.0,214.0,406.25,218.25
1603,388.0,301.0,423.5,286.5
1604,395.0,365.0,440.75,354.75
1605,402.0,403.0,458.0,423.0
1606,404.0,359.0,458.0,384.0
1607,402.0,279.0,450.3333333333333,288.0
1608,396.0,162.0,442.6666666666667,192.0
1609,380.0,74.0,435.0,96.0
1610,365.0,78.0,418.0,97.0
1611,356.0,147.0,410.0,161.0
1612,351.0,174.0,405.0,190.0
1613,347.0,179.0,400.0,195.0
1614,340.0,209.0,393.0,225.0
1615,351.0,228.0,403.0,244.0
1616,356.0,221.0,409.0,240.0
1617,360.0,204.0,412.0,224.0
1618,362.0,201.0,415.0,218.0
1619,366.0,210.0,419.0,226.0
1620,372.0,220.0,423.0,236.0
1621,378.0,225.0,429.0,243.0
1622,385.0,211.0,436.0,230.0
1623,393.0,203.0,443.0,223.0
1624,400.0,206.0,450.0,223.0
1625,400.0,222.0,451.0,237.0
1626,401.0,239.0,452.0,255.0
1627,403.0,248.0,453.0,265.0
1628,404.0,236.0,453.0,250.0
1629,405.0,221.0,454.0,235.0
1630,405.0,211.0,454.0,231.0
1631,407.0,218.0,456.0,238.0
1632,409.0,228.0,458.0,249.0
1633,410.0,230.0,459.0,248.0
1634,412.0,226.0,461.0,240.0
1635,414.0,212.0,462.0,228.0
1636,412.0,201.0,460.0,220.0
1637,410.0,200.0,458.0,224.0
1638,408.0,219.0,455.0,241.0
1639,405.0,230.0,452.0,250.0
1640,401.0,225.0,448.0,237.0
1641,397.0,200.0,447.0,212.0
1642,403.0,183.0,455.0,197.0
1643,415.0,174.0,468.0,190.0
1644,429.0,165.0,485.0,183.0
1645,451.0,165.0,507.0,182.0
1646,471.0,168.0,528.0,188.0
1647,488.0,177.0,544.0,197.0
1648,501.0,183.0,553.0,202.0
1649,508.0,181.0,561.0,199.0
1650,519.0,182.0,573.0,201.0
1651,530.0,183.0,585.0,202.0
1652,543.0,186.0,598.0,205.0
1653,554.0,190.0,608.0,209.0
1654,549.0,202.0,600.0,223.0
1655,533.0,213.0,582.0,232.0
1656,510.0,212.0,556.0,229.0
1657,493.0,221.0,540.0,243.0
1658,488.0,241.0,536.0,266.0
1659,490.0,271.0,538.0,295.0
1660,491.0,284.0,545.0,299.0
1661,503.0,265.0,558.0,285.0
1662,510.0,266.0,563.0,284.0
1663,508.0,274.0,555.0,296.0
1664,497.0,289.0,544.0,308.0
1665,490.0,298.0,538.0,316.0
1666,487.0,302.0,534.0,326.0
1667,479.0,323.0,526.0,344.0
1668,471.0,346.0,512.0,368.0
1669,456.0,346.0,504.0,358.0
1670,442.0,337.0,483.0,346.5
1671,418.0,320.0,462.0,335.0
1672,400.0,310.0,447.0,320.0
1673,402.0,310.0,445.0,319.5
1674,393.0,305.0,443.0,319.0
1675,390.0,297.0,441.0,311.0
1676,395.0,288.0,445.0,299.0
1677,395.0,270.0,445.0,283.0
1678,395.0,251.0,445.0,265.0
1679,388.0,243.0,435.0,260.0
1680,373.0,244.0,419.0,265.0
1681,357.0,263.0,425.54545454545456,264.5
1682,347.0,310.0,432.09090909090907,264.0
1683,320.0,350.0,438.6363636363636,263.5
1684,311.0,366.0,445.1818181818182,263.0
1685,313.0,381.0,451.72727272727275,262.5
1686,315.0,393.0,458.27272727272725,262.0
1687,324.0,400.0,464.8181818181818,261.5
1688,337.0,400.0,471.3636363636364,261.0
1689,356.0,411.0,477.90909090909093,260.5
1690,385.0,422.0,484.45454545454544,260.0
1691,411.0,422.0,491.0,259.5
1692,436.0,418.0,497.54545454545456,259.0
1693,465.0,411.0,504.0909090909091,258.5
1694,486.0,397.0,510.6363636363636,258.0
1695,501.0,386.0,517.1818181818182,257.5
1696,529.0,352.0,523.7272727272727,257.0
1697,549.0,309.0,530.2727272727273,256.5
1698,556.0,286.0,536.8181818181819,256.0
1699,564.0,264.0,543.3636363636364,255.5
1700,560.0,267.0,549.9090909090909,255.0
1701,547.0,261.0,556.4545454545455,254.5
1702,517.0,237.0,563.0,254.0
1703,491.0,221.0,534.0,237.0
1704,467.0,202.0,514.0,216.0
1705,443.0,190.0,489.0,206.0
1706,423.0,187.0,469.0,204.0
1707,407.0,189.0,456.0,208.0
1708,397.0,202.0,446.0,225.0
1709,386.0,230.0,438.0,253.0
1710,380.0,262.0,429.0,289.0
1711,374.0,288.0,425.0,310.0
1712,373.0,305.0,424.0,323.0
1713,371.0,304.0,421.0,317.0
1714,363.0,287.0,415.0,300.0
1715,354.0,259.0,405.0,272.0
1716,348.0,238.0,402.0,251.0
1717,355.0,216.0,410.0,229.0
1718,365.0,211.0,422.0,228.0
1719,381.0,231.0,438.0,250.0
1720,402.0,236.0,459.0,255.0
1721,424.0,223.0,483.0,236.0
1722,441.0,256.0,492.5,258.0
1723,448.0,265.0,502.0,280.0
1724,451.0,263.0,504.0,281.0
1725,447.0,252.0,503.0,269.0
1726,440.0,277.0,494.0,291.0
1727,425.0,293.0,482.0,306.0
1728,420.0,306.0,473.0,321.0
1729,414.0,309.0,467.0,324.0
1730,405.0,301.0,458.0,318.0
1731,399.0,300.0,451.0,316.0
1732,387.0,303.0,439.0,317.0
1733,365.0,318.0,417.0,331.0
1734,352.0,331.0,404.0,344.0
1735,332.0,320.0,387.0,337.0
1736,294.0,301.0,351.0,322.5
1737,258.0,294.0,315.0,308.0
1738,238.0,292.0,290.0,306.0
1739,237.0,282.0,306.54545454545456,302.45454545454544
1740,257.0,271.0,323.0909090909091,298.90909090909093
1741,279.0,250.0,339.6363636363636,295.3636363636364
1742,294.0,244.0,356.1818181818182,291.8181818181818
1743,315.0,259.0,372.72727272727275,288.27272727272725
1744,336.0,276.0,389.27272727272725,284.72727272727275
1745,362.0,292.0,405.8181818181818,281.1818181818182
1746,382.0,291.0,422.3636363636364,277.6363636363636
1747,403.0,279.0,438.90909090909093,274.09090909090907
1748,416.0,261.0,455.4545454545455,270.54545454545456
1749,417.0,250.0,472.0,267.0
1750,416.0,249.0,469.0,269.0
1751,421.0,255.0,478.0,272.0
1752,435.0,225.0,486.0,246.0
1753,435.0,209.0,489.0,230.0
1754,418.0,223.0,472.0,240.0
1755,403.0,230.0,458.0,247.0
1756,395.0,231.0,449.0,252.0
1757,385.0,220.0,437.0,240.0
1758,384.0,213.0,436.0,231.0
1759,386.0,212.0,437.0,231.0
1760,390.0,212.0,441.0,230.0
1761,391.0,214.0,442.0,232.0
1762,397.0,214.0,448.0,232.0
1763,402.0,214.0,453.0,233.0
1764,401.0,212.0,451.0,231.0
1765,400.0,228.0,449.0,245.0
1766,394.0,243.0,445.0,259.0
1767,393.0,245.0,445.0,262.0
1768,413.0,251.0,460.0,268.0
1769,430.0,252.0,479.0,270.0
1770,446.0,244.0,494.0,265.0
1771,463.0,234.0,511.0,252.0
1772,474.0,231.0,522.0,251.0
1773,475.0,247.0,528.0,267.0
1774,480.0,241.0,530.0,259.0
1775,477.0,250.0,532.0,253.0
1776,480.0,272.0,535.0,286.0
1777,476.0,275.0,528.0,295.0
1778,470.0,270.0,524.0,288.0
1779,467.0,270.0,524.0,287.0
1780,462.0,273.0,516.0,291.0
1781,457.0,269.0,511.0,290.0
1782,455.0,273.0,509.0,291.0
1783,451.0,268.0,506.0,287.0
1784,440.0,272.0,498.0,291.0
1785,426.0,263.0,484.0,281.0
1786,414.0,264.0,471.0,280.0
1787,407.0,273.0,462.0,289.0
1788,408.0,278.0,463.0,295.0
1789,411.0,279.0,468.0,295.0
1790,416.0,276.0,472.0,294.0
1791,427.0,284.0,481.0,300.0
1792,437.0,293.0,491.0,310.0
1793,447.0,292.0,500.0,311.0
1794,454.0,292.0,509.0,310.0
1795,459.0,304.0,516.0,320.0
1796,463.0,315.0,519.0,332.0
1797,456.0,311.0,513.0,331.0
